"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 10 00:01:24 GMT 2021","Wed Mar 10 00:01:39 GMT 2021","14833","src.test.moretv.main_page","test_slider","","","","test_arrows_are_visible","Main Page Slider should have 2 arrows. Arrows should be visible."
